Year,State,Type,Length,Expense,Value
2017,Montana,Private,4-year,Room/Board,8718
2017,Montana,Public In-State,2-year,Fees/Tuition,3381
2017,Montana,Public In-State,4-year,Fees/Tuition,6503
2017,Montana,Public In-State,4-year,Room/Board,8738
2017,Montana,Public Out-of-State,2-year,Fees/Tuition,8210
2017,Montana,Public Out-of-State,4-year,Fees/Tuition,22956
2017,Montana,Public Out-of-State,4-year,Room/Board,8738
2017,Nebraska,Private,4-year,Fees/Tuition,23109
2017,Nebraska,Private,4-year,Room/Board,9091
2017,Nebraska,Public In-State,2-year,Fees/Tuition,2991
2017,Nebraska,Public In-State,4-year,Fees/Tuition,7732
2017,Nebraska,Public In-State,4-year,Room/Board,9647
2017,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3941
2017,Nebraska,Public Out-of-State,4-year,Fees/Tuition,19483
2017,Nebraska,Public Out-of-State,4-year,Room/Board,9647
2017,Nevada,Private,4-year,Fees/Tuition,21423
2017,Nevada,Private,4-year,Room/Board,13630
2017,Nevada,Public In-State,2-year,Fees/Tuition,2910
2017,Nevada,Public In-State,4-year,Fees/Tuition,5520
2017,Nevada,Public In-State,4-year,Room/Board,11625
2017,Nevada,Public Out-of-State,2-year,Fees/Tuition,9555
2017,Nevada,Public Out-of-State,4-year,Fees/Tuition,20672
2017,Nevada,Public Out-of-State,4-year,Room/Board,11625
2017,New Hampshire,Private,4-year,Fees/Tuition,33235
2017,New Hampshire,Private,4-year,Room/Board,13298
2017,New Hampshire,Public In-State,2-year,Fees/Tuition,7002
2017,New Hampshire,Public In-State,4-year,Fees/Tuition,15491
2017,New Hampshire,Public In-State,4-year,Room/Board,11477
2017,New Hampshire,Public Out-of-State,2-year,Fees/Tuition,15157
2017,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,27201
2017,New Hampshire,Public Out-of-State,4-year,Room/Board,11477
2017,New Jersey,Private,4-year,Fees/Tuition,35224
2017,New Jersey,Private,4-year,Room/Board,13215
2017,New Jersey,Public In-State,2-year,Fees/Tuition,4366
2017,New Jersey,Public In-State,4-year,Fees/Tuition,13297
2017,New Jersey,Public In-State,4-year,Room/Board,12773
2017,New Jersey,Public Out-of-State,2-year,Fees/Tuition,7692
2017,New Jersey,Public Out-of-State,4-year,Fees/Tuition,28051
2017,New Jersey,Public Out-of-State,4-year,Room/Board,12773
2017,New Mexico,Private,4-year,Fees/Tuition,22535
2017,New Mexico,Private,4-year,Room/Board,9838
2017,New Mexico,Public In-State,2-year,Fees/Tuition,1590
2017,New Mexico,Public In-State,4-year,Fees/Tuition,6825
2017,New Mexico,Public In-State,4-year,Room/Board,8704
2017,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4749
2017,New Mexico,Public Out-of-State,4-year,Fees/Tuition,17272
2017,New Mexico,Public Out-of-State,4-year,Room/Board,8704
2017,New York,Private,4-year,Fees/Tuition,37580
2017,New York,Private,4-year,Room/Board,14210
2017,New York,Public In-State,2-year,Fees/Tuition,5122
2017,New York,Public In-State,4-year,Fees/Tuition,7709
2017,New York,Public In-State,4-year,Room/Board,14042
2017,New York,Public Out-of-State,2-year,Fees/Tuition,8857
2017,New York,Public Out-of-State,4-year,Fees/Tuition,21454
2017,New York,Public Out-of-State,4-year,Room/Board,14042
2017,North Carolina,Private,4-year,Fees/Tuition,30701
2017,North Carolina,Private,4-year,Room/Board,11611
2017,North Carolina,Public In-State,2-year,Fees/Tuition,2470
2017,North Carolina,Public In-State,4-year,Fees/Tuition,7218
2017,North Carolina,Public In-State,4-year,Room/Board,9417
2017,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8481
2017,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23778
2017,North Carolina,Public Out-of-State,4-year,Room/Board,9417
2017,North Dakota,Private,4-year,Fees/Tuition,14290
2017,North Dakota,Private,4-year,Room/Board,6674
2017,North Dakota,Public In-State,2-year,Fees/Tuition,4562
2017,North Dakota,Public In-State,4-year,Fees/Tuition,7376
2017,North Dakota,Public In-State,4-year,Room/Board,8011
2017,North Dakota,Public Out-of-State,2-year,Fees/Tuition,9484
2017,North Dakota,Public Out-of-State,4-year,Fees/Tuition,18288
2017,North Dakota,Public Out-of-State,4-year,Room/Board,8011
2017,Ohio,Private,4-year,Fees/Tuition,30296
2017,Ohio,Private,4-year,Room/Board,10685
2017,Ohio,Public In-State,2-year,Fees/Tuition,3655
2017,Ohio,Public In-State,4-year,Fees/Tuition,9827
2017,Ohio,Public In-State,4-year,Room/Board,11133
2017,Ohio,Public Out-of-State,2-year,Fees/Tuition,5721
2017,Ohio,Public Out-of-State,4-year,Fees/Tuition,23434
2017,Ohio,Public Out-of-State,4-year,Room/Board,11133
2017,Oklahoma,Private,4-year,Fees/Tuition,24776
2017,Oklahoma,Private,4-year,Room/Board,9108
2017,Oklahoma,Public In-State,2-year,Fees/Tuition,3627
2017,Oklahoma,Public In-State,4-year,Fees/Tuition,7219
2017,Oklahoma,Public In-State,4-year,Room/Board,8536
2017,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,8582
2017,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,19174
2017,Oklahoma,Public Out-of-State,4-year,Room/Board,8536
2017,Oregon,Private,4-year,Fees/Tuition,37088
2017,Oregon,Private,4-year,Room/Board,11614
2017,Oregon,Public In-State,2-year,Fees/Tuition,4263
2017,Oregon,Public In-State,4-year,Fees/Tuition,9739
2017,Oregon,Public In-State,4-year,Room/Board,11585
2017,Oregon,Public Out-of-State,2-year,Fees/Tuition,8410
2017,Oregon,Public Out-of-State,4-year,Fees/Tuition,29330
2017,Oregon,Public Out-of-State,4-year,Room/Board,11585
2017,Pennsylvania,Private,4-year,Fees/Tuition,39185
2017,Pennsylvania,Private,4-year,Room/Board,12947
2017,Pennsylvania,Public In-State,2-year,Fees/Tuition,5048
2017,Pennsylvania,Public In-State,4-year,Fees/Tuition,14068
2017,Pennsylvania,Public In-State,4-year,Room/Board,11264
2017,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,12833
2017,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,26328
2017,Pennsylvania,Public Out-of-State,4-year,Room/Board,11264
2017,Rhode Island,Private,4-year,Fees/Tuition,38855
2017,Rhode Island,Private,4-year,Room/Board,14018
2017,Rhode Island,Public In-State,2-year,Fees/Tuition,4266
2017,Rhode Island,Public In-State,4-year,Fees/Tuition,11386
2017,Rhode Island,Public In-State,4-year,Room/Board,11749
2017,Rhode Island,Public Out-of-State,2-year,Fees/Tuition,11496
2017,Rhode Island,Public Out-of-State,4-year,Fees/Tuition,27815
2017,Rhode Island,Public Out-of-State,4-year,Room/Board,11749
2017,South Carolina,Private,4-year,Fees/Tuition,24523
2017,South Carolina,Private,4-year,Room/Board,9225
2017,South Carolina,Public In-State,2-year,Fees/Tuition,4418
2017,South Carolina,Public In-State,4-year,Fees/Tuition,12153
2017,South Carolina,Public In-State,4-year,Room/Board,9355
2017,South Carolina,Public Out-of-State,2-year,Fees/Tuition,9730
2017,South Carolina,Public Out-of-State,4-year,Fees/Tuition,29888
2017,South Carolina,Public Out-of-State,4-year,Room/Board,9355
2017,South Dakota,Private,4-year,Fees/Tuition,23147
2017,South Dakota,Private,4-year,Room/Board,7779
2017,South Dakota,Public In-State,2-year,Fees/Tuition,5803
2017,South Dakota,Public In-State,4-year,Fees/Tuition,8301
2017,South Dakota,Public In-State,4-year,Room/Board,7753
2017,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5660
2017,South Dakota,Public Out-of-State,4-year,Fees/Tuition,11845
2017,South Dakota,Public Out-of-State,4-year,Room/Board,7753
2017,Tennessee,Private,4-year,Fees/Tuition,25985
2017,Tennessee,Private,4-year,Room/Board,9944
2017,Tennessee,Public In-State,2-year,Fees/Tuition,4048
2017,Tennessee,Public In-State,4-year,Fees/Tuition,9287
2017,Tennessee,Public In-State,4-year,Room/Board,9053
2017,Tennessee,Public Out-of-State,2-year,Fees/Tuition,15540
2017,Tennessee,Public Out-of-State,4-year,Fees/Tuition,24802
2017,Tennessee,Public Out-of-State,4-year,Room/Board,9053
2017,Texas,Private,4-year,Fees/Tuition,31009
2017,Texas,Private,4-year,Room/Board,10970
2017,Texas,Public In-State,2-year,Fees/Tuition,2099
2017,Texas,Public In-State,4-year,Fees/Tuition,8375
2017,Texas,Public In-State,4-year,Room/Board,9424
2017,Texas,Public Out-of-State,2-year,Fees/Tuition,6100
2017,Texas,Public Out-of-State,4-year,Fees/Tuition,23511
2017,Texas,Public Out-of-State,4-year,Room/Board,9424
2017,Utah,Private,4-year,Fees/Tuition,7445
2017,Utah,Private,4-year,Room/Board,7766
2017,Utah,Public In-State,2-year,Fees/Tuition,3690
2017,Utah,Public In-State,4-year,Fees/Tuition,6334
2017,Utah,Public In-State,4-year,Room/Board,7376
2017,Utah,Public Out-of-State,2-year,Fees/Tuition,11728
2017,Utah,Public Out-of-State,4-year,Fees/Tuition,19407
2017,Utah,Public Out-of-State,4-year,Room/Board,7376
2017,Vermont,Private,4-year,Fees/Tuition,41063
2017,Vermont,Private,4-year,Room/Board,12940
2017,Vermont,Public In-State,2-year,Fees/Tuition,6222
2017,Vermont,Public In-State,4-year,Fees/Tuition,15537
2017,Vermont,Public In-State,4-year,Room/Board,11249
2017,Vermont,Public Out-of-State,2-year,Fees/Tuition,12294
2017,Vermont,Public Out-of-State,4-year,Fees/Tuition,37991
2017,Vermont,Public Out-of-State,4-year,Room/Board,11249
2017,Virginia,Private,4-year,Fees/Tuition,22286
2017,Virginia,Private,4-year,Room/Board,10330
2017,Virginia,Public In-State,2-year,Fees/Tuition,4962
2017,Virginia,Public In-State,4-year,Fees/Tuition,12126
2017,Virginia,Public In-State,4-year,Room/Board,10442
2017,Virginia,Public Out-of-State,2-year,Fees/Tuition,11080
2017,Virginia,Public Out-of-State,4-year,Fees/Tuition,32250
2017,Virginia,Public Out-of-State,4-year,Room/Board,10442
2017,Washington,Private,4-year,Fees/Tuition,35288
2017,Washington,Private,4-year,Room/Board,11458
2017,Washington,Public In-State,2-year,Fees/Tuition,3848
2017,Washington,Public In-State,4-year,Fees/Tuition,6903
2017,Washington,Public In-State,4-year,Room/Board,11150
2017,Washington,Public Out-of-State,2-year,Fees/Tuition,6647
2017,Washington,Public Out-of-State,4-year,Fees/Tuition,28128
2017,Washington,Public Out-of-State,4-year,Room/Board,11150
2017,West Virginia,Private,4-year,Fees/Tuition,12206
2017,West Virginia,Private,4-year,Room/Board,8692
2017,West Virginia,Public In-State,2-year,Fees/Tuition,4009
2017,West Virginia,Public In-State,4-year,Fees/Tuition,7241
2017,West Virginia,Public In-State,4-year,Room/Board,9855
2017,West Virginia,Public Out-of-State,2-year,Fees/Tuition,9241
2017,West Virginia,Public Out-of-State,4-year,Fees/Tuition,20030
2017,West Virginia,Public Out-of-State,4-year,Room/Board,9855
2017,Wisconsin,Private,4-year,Fees/Tuition,31662
2017,Wisconsin,Private,4-year,Room/Board,9841
2017,Wisconsin,Public In-State,2-year,Fees/Tuition,4292
2017,Wisconsin,Public In-State,4-year,Fees/Tuition,8419
2017,Wisconsin,Public In-State,4-year,Room/Board,7827
2017,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6223
2017,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,22574
2017,Wisconsin,Public Out-of-State,4-year,Room/Board,7827
2017,Wyoming,Private,4-year,Fees/Tuition,18021
2017,Wyoming,Public In-State,2-year,Fees/Tuition,2987
2017,Wyoming,Public In-State,4-year,Fees/Tuition,4311
2017,Wyoming,Public In-State,4-year,Room/Board,10043
2017,Wyoming,Public Out-of-State,2-year,Fees/Tuition,7292
2017,Wyoming,Public Out-of-State,4-year,Fees/Tuition,13239
2017,Wyoming,Public Out-of-State,4-year,Room/Board,10043
2018,Alabama,Private,4-year,Fees/Tuition,16321
2018,Alabama,Private,4-year,Room/Board,9843
2018,Alabama,Public In-State,2-year,Fees/Tuition,4403
2018,Alabama,Public In-State,4-year,Fees/Tuition,9827
2018,Alabama,Public In-State,4-year,Room/Board,9846
2018,Alabama,Public Out-of-State,2-year,Fees/Tuition,9133
2018,Alabama,Public Out-of-State,4-year,Fees/Tuition,24939
2018,Alabama,Public Out-of-State,4-year,Room/Board,9846
2018,Alaska,Private,4-year,Fees/Tuition,19360
2018,Alaska,Private,4-year,Room/Board,7527
2018,Alaska,Public In-State,4-year,Fees/Tuition,7221
2018,Alaska,Public In-State,4-year,Room/Board,11152
2018,Alaska,Public Out-of-State,4-year,Fees/Tuition,21284
2018,Alaska,Public Out-of-State,4-year,Room/Board,11152
2018,Arizona,Private,4-year,Fees/Tuition,13487
2018,Arizona,Private,4-year,Room/Board,9451
2018,Arizona,Public In-State,2-year,Fees/Tuition,2152
2018,Arizona,Public In-State,4-year,Fees/Tuition,10557
2018,Arizona,Public In-State,4-year,Room/Board,12072
2018,Arizona,Public Out-of-State,2-year,Fees/Tuition,8067
2018,Arizona,Public Out-of-State,4-year,Fees/Tuition,26067
2018,Arizona,Public Out-of-State,4-year,Room/Board,12072
2018,Arkansas,Private,4-year,Fees/Tuition,22610
2018,Arkansas,Private,4-year,Room/Board,8218
2018,Arkansas,Public In-State,2-year,Fees/Tuition,3291
2018,Arkansas,Public In-State,4-year,Fees/Tuition,8187
2018,Arkansas,Public In-State,4-year,Room/Board,9292
2018,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4762
2018,Arkansas,Public Out-of-State,4-year,Fees/Tuition,20061
2018,Arkansas,Public Out-of-State,4-year,Room/Board,9292
2018,California,Private,4-year,Fees/Tuition,33483
2018,California,Private,4-year,Room/Board,13927
2018,California,Public In-State,2-year,Fees/Tuition,1268
2018,California,Public In-State,4-year,Fees/Tuition,8020
2018,California,Public In-State,4-year,Room/Board,14061
2018,California,Public Out-of-State,2-year,Fees/Tuition,7504
2018,California,Public Out-of-State,4-year,Fees/Tuition,29173
2018,California,Public Out-of-State,4-year,Room/Board,14061
2018,Colorado,Private,4-year,Fees/Tuition,22873
2018,Colorado,Private,4-year,Room/Board,12280
2018,Colorado,Public In-State,2-year,Fees/Tuition,3638
2018,Colorado,Public In-State,4-year,Fees/Tuition,9540
2018,Colorado,Public In-State,4-year,Room/Board,11974
2018,Colorado,Public Out-of-State,2-year,Fees/Tuition,10354
2018,Colorado,Public Out-of-State,4-year,Fees/Tuition,29846
2018,Colorado,Public Out-of-State,4-year,Room/Board,11974
2018,Connecticut,Private,4-year,Fees/Tuition,40410
2018,Connecticut,Private,4-year,Room/Board,14409
2018,Connecticut,Public In-State,2-year,Fees/Tuition,4312
2018,Connecticut,Public In-State,4-year,Fees/Tuition,12355
2018,Connecticut,Public In-State,4-year,Room/Board,12827
2018,Connecticut,Public Out-of-State,2-year,Fees/Tuition,12879
2018,Connecticut,Public Out-of-State,4-year,Fees/Tuition,33741
2018,Connecticut,Public Out-of-State,4-year,Room/Board,12827
2018,Delaware,Private,4-year,Fees/Tuition,15096
2018,Delaware,Private,4-year,Room/Board,11831
2018,Delaware,Public In-State,4-year,Fees/Tuition,9999
2018,Delaware,Public In-State,4-year,Room/Board,12372
2018,Delaware,Public Out-of-State,4-year,Fees/Tuition,29356
2018,Delaware,Public Out-of-State,4-year,Room/Board,12372
2018,District of Columbia,Private,4-year,Fees/Tuition,41775
2018,District of Columbia,Private,4-year,Room/Board,15835
2018,District of Columbia,Public In-State,4-year,Fees/Tuition,5756
2018,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,12092
2018,Florida,Private,4-year,Fees/Tuition,25531
2018,Florida,Private,4-year,Room/Board,11804
2018,Florida,Public In-State,2-year,Fees/Tuition,2506
2018,Florida,Public In-State,4-year,Fees/Tuition,4455
2018,Florida,Public In-State,4-year,Room/Board,10441
2018,Florida,Public Out-of-State,2-year,Fees/Tuition,9111
2018,Florida,Public Out-of-State,4-year,Fees/Tuition,18241
2018,Florida,Public Out-of-State,4-year,Room/Board,10441
2018,Georgia,Private,4-year,Fees/Tuition,27813
2018,Georgia,Private,4-year,Room/Board,12600
2018,Georgia,Public In-State,2-year,Fees/Tuition,2901
2018,Georgia,Public In-State,4-year,Fees/Tuition,7206
2018,Georgia,Public In-State,4-year,Room/Board,10499
2018,Georgia,Public Out-of-State,2-year,Fees/Tuition,8090
2018,Georgia,Public Out-of-State,4-year,Fees/Tuition,21957
2018,Georgia,Public Out-of-State,4-year,Room/Board,10499
2018,Hawaii,Private,4-year,Fees/Tuition,16447
2018,Hawaii,Private,4-year,Room/Board,12411
2018,Hawaii,Public In-State,2-year,Fees/Tuition,3080
2018,Hawaii,Public In-State,4-year,Fees/Tuition,9709
2018,Hawaii,Public In-State,4-year,Room/Board,11492
2018,Hawaii,Public Out-of-State,2-year,Fees/Tuition,8216
2018,Hawaii,Public Out-of-State,4-year,Fees/Tuition,31019
2018,Hawaii,Public Out-of-State,4-year,Room/Board,11492
2018,Idaho,Private,4-year,Fees/Tuition,5833
2018,Idaho,Private,4-year,Room/Board,7655
2018,Idaho,Public In-State,2-year,Fees/Tuition,3282
2018,Idaho,Public In-State,4-year,Fees/Tuition,7247
2018,Idaho,Public In-State,4-year,Room/Board,8208
2018,Idaho,Public Out-of-State,2-year,Fees/Tuition,7732
2018,Idaho,Public Out-of-State,4-year,Fees/Tuition,22601
2018,Idaho,Public Out-of-State,4-year,Room/Board,8208
2018,Illinois,Private,4-year,Fees/Tuition,32491
2018,Illinois,Private,4-year,Room/Board,12554
2018,Illinois,Public In-State,2-year,Fees/Tuition,3891
2018,Illinois,Public In-State,4-year,Fees/Tuition,13971
2018,Illinois,Public In-State,4-year,Room/Board,11118
2018,Illinois,Public Out-of-State,2-year,Fees/Tuition,10989
2018,Illinois,Public Out-of-State,4-year,Fees/Tuition,28618
2018,Illinois,Public Out-of-State,4-year,Room/Board,11118
2018,Indiana,Private,4-year,Fees/Tuition,32338
2018,Indiana,Private,4-year,Room/Board,11425
2018,Indiana,Public In-State,2-year,Fees/Tuition,4255
2018,Indiana,Public In-State,4-year,Fees/Tuition,9038
2018,Indiana,Public In-State,4-year,Room/Board,10259
2018,Indiana,Public Out-of-State,2-year,Fees/Tuition,8211
2018,Indiana,Public Out-of-State,4-year,Fees/Tuition,28805
2018,Indiana,Public Out-of-State,4-year,Room/Board,10259
2018,Iowa,Private,4-year,Fees/Tuition,27991
2018,Iowa,Private,4-year,Room/Board,9389
2018,Iowa,Public In-State,2-year,Fees/Tuition,4923
2018,Iowa,Public In-State,4-year,Fees/Tuition,8766
2018,Iowa,Public In-State,4-year,Room/Board,9660
2018,Iowa,Public Out-of-State,2-year,Fees/Tuition,6581
2018,Iowa,Public Out-of-State,4-year,Fees/Tuition,26214
2018,Iowa,Public Out-of-State,4-year,Room/Board,9660
2018,Kansas,Private,4-year,Fees/Tuition,21316
2018,Kansas,Private,4-year,Room/Board,8924
2018,Kansas,Public In-State,2-year,Fees/Tuition,3382
2018,Kansas,Public In-State,4-year,Fees/Tuition,8737
2018,Kansas,Public In-State,4-year,Room/Board,9227
2018,Kansas,Public Out-of-State,2-year,Fees/Tuition,4611
2018,Kansas,Public Out-of-State,4-year,Fees/Tuition,22615
2018,Kansas,Public Out-of-State,4-year,Room/Board,9227
2018,Kentucky,Private,4-year,Fees/Tuition,26719
2018,Kentucky,Private,4-year,Room/Board,9229
2018,Kentucky,Public In-State,2-year,Fees/Tuition,4106
2018,Kentucky,Public In-State,4-year,Fees/Tuition,10365
2018,Kentucky,Public In-State,4-year,Room/Board,10380
2018,Kentucky,Public Out-of-State,2-year,Fees/Tuition,13825
2018,Kentucky,Public Out-of-State,4-year,Fees/Tuition,24632
2018,Kentucky,Public Out-of-State,4-year,Room/Board,10380
2018,Louisiana,Private,4-year,Fees/Tuition,36715
2018,Louisiana,Private,4-year,Room/Board,12737
2018,Louisiana,Public In-State,2-year,Fees/Tuition,4092
2018,Louisiana,Public In-State,4-year,Fees/Tuition,9165
2018,Louisiana,Public In-State,4-year,Room/Board,9671
2018,Louisiana,Public Out-of-State,2-year,Fees/Tuition,7057
2018,Louisiana,Public Out-of-State,4-year,Fees/Tuition,21632
2018,Louisiana,Public Out-of-State,4-year,Room/Board,9671
2018,Maine,Private,4-year,Fees/Tuition,37043
2018,Maine,Private,4-year,Room/Board,12951
2018,Maine,Public In-State,2-year,Fees/Tuition,3698
2018,Maine,Public In-State,4-year,Fees/Tuition,9664
2018,Maine,Public In-State,4-year,Room/Board,9836
2018,Maine,Public Out-of-State,2-year,Fees/Tuition,6498
2018,Maine,Public Out-of-State,4-year,Fees/Tuition,26939
2018,Maine,Public Out-of-State,4-year,Room/Board,9836
2018,Maryland,Private,4-year,Fees/Tuition,41859
2018,Maryland,Private,4-year,Room/Board,13826
2018,Maryland,Public In-State,2-year,Fees/Tuition,4090
2018,Maryland,Public In-State,4-year,Fees/Tuition,9289
2018,Maryland,Public In-State,4-year,Room/Board,11888
2018,Maryland,Public Out-of-State,2-year,Fees/Tuition,9467
2018,Maryland,Public Out-of-State,4-year,Fees/Tuition,24353
2018,Maryland,Public Out-of-State,4-year,Room/Board,11888
2018,Massachusetts,Private,4-year,Fees/Tuition,44384
2018,Massachusetts,Private,4-year,Room/Board,15175
2018,Massachusetts,Public In-State,2-year,Fees/Tuition,4991
2018,Massachusetts,Public In-State,4-year,Fees/Tuition,12778
2018,Massachusetts,Public In-State,4-year,Room/Board,12451
2018,Massachusetts,Public Out-of-State,2-year,Fees/Tuition,10006
2018,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,29774
2018,Massachusetts,Public Out-of-State,4-year,Room/Board,12451
2018,Michigan,Private,4-year,Fees/Tuition,26964
2018,Michigan,Private,4-year,Room/Board,9700
2018,Michigan,Public In-State,2-year,Fees/Tuition,3469
2018,Michigan,Public In-State,4-year,Fees/Tuition,12435
2018,Michigan,Public In-State,4-year,Room/Board,10230
2018,Michigan,Public Out-of-State,2-year,Fees/Tuition,6552
2018,Michigan,Public Out-of-State,4-year,Fees/Tuition,37600
2018,Michigan,Public Out-of-State,4-year,Room/Board,10230
2018,Minnesota,Private,4-year,Fees/Tuition,32416
2018,Minnesota,Private,4-year,Room/Board,10300
2018,Minnesota,Public In-State,2-year,Fees/Tuition,5381
2018,Minnesota,Public In-State,4-year,Fees/Tuition,11226
2018,Minnesota,Public In-State,4-year,Room/Board,9194
2018,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6113
2018,Minnesota,Public Out-of-State,4-year,Fees/Tuition,20736
2018,Minnesota,Public Out-of-State,4-year,Room/Board,9194
2018,Mississippi,Private,4-year,Fees/Tuition,17625
2018,Mississippi,Private,4-year,Room/Board,8149
2018,Mississippi,Public In-State,2-year,Fees/Tuition,3182
2018,Mississippi,Public In-State,4-year,Fees/Tuition,7980
2018,Mississippi,Public In-State,4-year,Room/Board,9739
2018,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5626
2018,Mississippi,Public Out-of-State,4-year,Fees/Tuition,19691
2018,Mississippi,Public Out-of-State,4-year,Room/Board,9739
2018,Missouri,Private,4-year,Fees/Tuition,24615
2018,Missouri,Private,4-year,Room/Board,10008
2018,Missouri,Public In-State,2-year,Fees/Tuition,3273
2018,Missouri,Public In-State,4-year,Fees/Tuition,8387
2018,Missouri,Public In-State,4-year,Room/Board,9719
2018,Missouri,Public Out-of-State,2-year,Fees/Tuition,6157
2018,Missouri,Public Out-of-State,4-year,Fees/Tuition,19519
2018,Missouri,Public Out-of-State,4-year,Room/Board,9719
2018,Montana,Private,4-year,Fees/Tuition,24953
2018,Montana,Private,4-year,Room/Board,8786
2018,Montana,Public In-State,2-year,Fees/Tuition,3631
2018,Montana,Public In-State,4-year,Fees/Tuition,6783
2018,Montana,Public In-State,4-year,Room/Board,9018
2018,Montana,Public Out-of-State,2-year,Fees/Tuition,8482
2018,Montana,Public Out-of-State,4-year,Fees/Tuition,23678
2018,Montana,Public Out-of-State,4-year,Room/Board,9018
2018,Nebraska,Private,4-year,Fees/Tuition,23659
2018,Nebraska,Private,4-year,Room/Board,10939
2018,Nebraska,Public In-State,2-year,Fees/Tuition,3212
2018,Nebraska,Public In-State,4-year,Fees/Tuition,8188
2018,Nebraska,Public In-State,4-year,Room/Board,10260
2018,Nebraska,Public Out-of-State,2-year,Fees/Tuition,4101
2018,Nebraska,Public Out-of-State,4-year,Fees/Tuition,20555
2018,Nebraska,Public Out-of-State,4-year,Room/Board,10260
2018,Nevada,Private,4-year,Fees/Tuition,23261
2018,Nevada,Private,4-year,Room/Board,12902
2018,Nevada,Public In-State,2-year,Fees/Tuition,3075
2018,Nevada,Public In-State,4-year,Fees/Tuition,5920
2018,Nevada,Public In-State,4-year,Room/Board,10890
2018,Nevada,Public Out-of-State,2-year,Fees/Tuition,9853
2018,Nevada,Public Out-of-State,4-year,Fees/Tuition,21176
2018,Nevada,Public Out-of-State,4-year,Room/Board,10890
2018,New Hampshire,Private,4-year,Fees/Tuition,33322
2018,New Hampshire,Private,4-year,Room/Board,13709
2018,New Hampshire,Public In-State,2-year,Fees/Tuition,7337
2018,New Hampshire,Public In-State,4-year,Fees/Tuition,15949
2018,New Hampshire,Public In-State,4-year,Room/Board,11621
2018,New Hampshire,Public Out-of-State,2-year,Fees/Tuition,15906
2018,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,28130
2018,New Hampshire,Public Out-of-State,4-year,Room/Board,11621
2018,New Jersey,Private,4-year,Fees/Tuition,36589
2018,New Jersey,Private,4-year,Room/Board,13732
2018,New Jersey,Public In-State,2-year,Fees/Tuition,4536
2018,New Jersey,Public In-State,4-year,Fees/Tuition,13633
2018,New Jersey,Public In-State,4-year,Room/Board,12908
2018,New Jersey,Public Out-of-State,2-year,Fees/Tuition,8049
2018,New Jersey,Public Out-of-State,4-year,Fees/Tuition,28649
2018,New Jersey,Public Out-of-State,4-year,Room/Board,12908
2018,New Mexico,Private,4-year,Fees/Tuition,23865
2018,New Mexico,Private,4-year,Room/Board,9755
2018,New Mexico,Public In-State,2-year,Fees/Tuition,1666
2018,New Mexico,Public In-State,4-year,Fees/Tuition,6718
2018,New Mexico,Public In-State,4-year,Room/Board,9085
2018,New Mexico,Public Out-of-State,2-year,Fees/Tuition,5318
2018,New Mexico,Public Out-of-State,4-year,Fees/Tuition,17533
2018,New Mexico,Public Out-of-State,4-year,Room/Board,9085
2018,New York,Private,4-year,Fees/Tuition,39007
2018,New York,Private,4-year,Room/Board,14653
2018,New York,Public In-State,2-year,Fees/Tuition,5229
2018,New York,Public In-State,4-year,Fees/Tuition,7938
2018,New York,Public In-State,4-year,Room/Board,14405
2018,New York,Public Out-of-State,2-year,Fees/Tuition,9151
2018,New York,Public Out-of-State,4-year,Fees/Tuition,21662
2018,New York,Public Out-of-State,4-year,Room/Board,14405
2018,North Carolina,Private,4-year,Fees/Tuition,32140
2018,North Carolina,Private,4-year,Room/Board,11910
2018,North Carolina,Public In-State,2-year,Fees/Tuition,2499
2018,North Carolina,Public In-State,4-year,Fees/Tuition,7354
2018,North Carolina,Public In-State,4-year,Room/Board,9989
2018,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8496
2018,North Carolina,Public Out-of-State,4-year,Fees/Tuition,24274
2018,North Carolina,Public Out-of-State,4-year,Room/Board,9989
2018,North Dakota,Private,4-year,Fees/Tuition,15256
2018,North Dakota,Private,4-year,Room/Board,7255
2018,North Dakota,Public In-State,2-year,Fees/Tuition,4700
2018,North Dakota,Public In-State,4-year,Fees/Tuition,7687
2018,North Dakota,Public In-State,4-year,Room/Board,8311
2018,North Dakota,Public Out-of-State,2-year,Fees/Tuition,9429
2018,North Dakota,Public Out-of-State,4-year,Fees/Tuition,19021
2018,North Dakota,Public Out-of-State,4-year,Room/Board,8311
2018,Ohio,Private,4-year,Fees/Tuition,31242
